Age,RemoteWork,EdLevel,YearsCodePro,Country,Industry,Salary
45-54 years old,Hybrid,Bachelor’s degree,29.0,United States,"IT, Software Development, Technology",200000.0
25-34 years old,Remote,Master’s degree,9.0,France,"IT, Software Development, Technology",90491.0
35-44 years old,Remote,Master’s degree,18.0,Canada,"IT, Software Development, Technology",102605.0
25-34 years old,In-person,Bachelor’s degree,9.0,Germany,Advertising Services,107090.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,Germany,"IT, Software Development, Technology",98522.0
25-34 years old,In-person,Bachelor’s degree,5.0,India,Financial Services,54359.0
25-34 years old,In-person,Less than a Bachelors,11.0,Italy,"IT, Software Development, Technology",36410.0
18-24 years old,In-person,Less than a Bachelors,3.0,Poland,Other,40435.0
25-34 years old,In-person,Master’s degree,11.0,Germany,"IT, Software Development, Technology",77104.0
35-44 years old,Remote,Bachelor’s degree,22.0,Canada,Healthcare,111527.0
25-34 years old,Hybrid,Less than a Bachelors,7.0,Spain,Retail and Consumer Services,62112.0
25-34 years old,Hybrid,Post grad,8.0,United States,"IT, Software Development, Technology",120000.0
25-34 years old,Remote,Master’s degree,7.0,United Kingdom,"IT, Software Development, Technology",68276.0
35-44 years old,Remote,Bachelor’s degree,6.0,United States,Advertising Services,75000.0
18-24 years old,Hybrid,Less than a Bachelors,2.0,Netherlands,Wholesale,25701.0
45-54 years old,Hybrid,Less than a Bachelors,25.0,Australia,Legal Services,83952.0
25-34 years old,Remote,Bachelor’s degree,8.0,Australia,Oil & Gas,134521.0
25-34 years old,In-person,Less than a Bachelors,3.0,Germany,"Manufacturing, Transportation, Supply",30842.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,United Kingdom,"IT, Software Development, Technology",44690.0
25-34 years old,Remote,Master’s degree,5.0,Germany,Retail and Consumer Services,85672.0
35-44 years old,Remote,Bachelor’s degree,5.0,United States,Higher Education,80000.0
25-34 years old,Hybrid,Master’s degree,7.0,Germany,"IT, Software Development, Technology",81388.0
25-34 years old,Remote,Bachelor’s degree,5.0,United States,Other,145000.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,Sweden,Financial Services,59892.0
25-34 years old,In-person,Post grad,4.0,Austria,"IT, Software Development, Technology",57828.0
45-54 years old,Hybrid,Master’s degree,4.0,United States,Other,117000.0
25-34 years old,Hybrid,Post grad,10.0,India,"IT, Software Development, Technology",24234.0
55-64 years old,Hybrid,Post grad,34.0,United Kingdom,Other,80690.0
45-54 years old,Hybrid,Bachelor’s degree,23.0,Canada,Financial Services,111527.0
55-64 years old,Hybrid,Bachelor’s degree,40.0,United Kingdom,"IT, Software Development, Technology",91862.0
35-44 years old,Remote,Less than a Bachelors,15.0,United States,"IT, Software Development, Technology",130000.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Germany,"IT, Software Development, Technology",66396.0
25-34 years old,In-person,Bachelor’s degree,11.0,Russian,"IT, Software Development, Technology",55691.0
35-44 years old,Hybrid,Master’s degree,5.0,Germany,"IT, Software Development, Technology",96381.0
55-64 years old,Remote,Master’s degree,40.0,United States,"IT, Software Development, Technology",185000.0
25-34 years old,Hybrid,Master’s degree,3.0,Switzerland,"IT, Software Development, Technology",126749.0
35-44 years old,Remote,Less than a Bachelors,17.0,Brazil,"IT, Software Development, Technology",51600.0
35-44 years old,Hybrid,Post grad,18.0,Italy,Higher Education,37481.0
25-34 years old,Hybrid,Bachelor’s degree,11.0,United Kingdom,"IT, Software Development, Technology",121035.0
25-34 years old,Remote,Less than a Bachelors,6.0,United Kingdom,Other,58966.0
45-54 years old,Remote,Master’s degree,26.0,Canada,"IT, Software Development, Technology",111527.0
35-44 years old,Remote,Bachelor’s degree,16.0,United States,Higher Education,168000.0
25-34 years old,Remote,Master’s degree,9.0,Germany,"Manufacturing, Transportation, Supply",71750.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,Canada,Other,63199.0
25-34 years old,Hybrid,Bachelor’s degree,9.0,Finland,"IT, Software Development, Technology",57828.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,United States,Legal Services,80000.0
45-54 years old,Remote,Bachelor’s degree,20.0,Italy,"IT, Software Development, Technology",93168.0
45-54 years old,Remote,Bachelor’s degree,27.0,Canada,"IT, Software Development, Technology",137550.0
35-44 years old,Hybrid,Bachelor’s degree,15.0,United States,"IT, Software Development, Technology",39999.0
25-34 years old,Hybrid,Bachelor’s degree,11.0,United Kingdom,Healthcare,124138.0
45-54 years old,Hybrid,Bachelor’s degree,20.0,United States,"Manufacturing, Transportation, Supply",138000.0
18-24 years old,Hybrid,Less than a Bachelors,3.0,Switzerland,Insurance,110216.0
25-34 years old,Remote,Master’s degree,5.0,Germany,Higher Education,23560.0
35-44 years old,Remote,Less than a Bachelors,4.0,United States,Healthcare,120000.0
25-34 years old,Remote,Master’s degree,5.0,United States,"IT, Software Development, Technology",115000.0
18-24 years old,Remote,Bachelor’s degree,2.0,United Kingdom,"IT, Software Development, Technology",49655.0
35-44 years old,In-person,Post grad,3.0,Italy,Higher Education,42836.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,India,Other,48468.0
35-44 years old,Remote,Master’s degree,23.0,United States,Financial Services,235000.0
25-34 years old,Remote,Less than a Bachelors,3.0,Germany,Healthcare,50868.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,United Kingdom,Financial Services,62069.0
25-34 years old,Hybrid,Less than a Bachelors,2.0,Denmark,"IT, Software Development, Technology",70742.0
35-44 years old,Hybrid,Bachelor’s degree,15.0,Spain,"IT, Software Development, Technology",54616.0
55-64 years old,Remote,Master’s degree,25.0,Germany,Other,69608.0
35-44 years old,Remote,Bachelor’s degree,10.0,Australia,"IT, Software Development, Technology",59494.0
25-34 years old,Hybrid,Less than a Bachelors,8.0,Germany,Healthcare,48833.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,Spain,Other,26772.0
18-24 years old,Hybrid,Bachelor’s degree,4.0,Netherlands,"IT, Software Development, Technology",39516.0
25-34 years old,Hybrid,Master’s degree,9.0,Poland,"IT, Software Development, Technology",107668.0
35-44 years old,Hybrid,Bachelor’s degree,7.0,United Kingdom,"IT, Software Development, Technology",86897.0
25-34 years old,Remote,Less than a Bachelors,0.5,United States,Retail and Consumer Services,160000.0
25-34 years old,Remote,Bachelor’s degree,10.0,United States,Healthcare,175000.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,Canada,Other,104092.0
55-64 years old,Hybrid,Master’s degree,30.0,Netherlands,Retail and Consumer Services,64254.0
25-34 years old,Remote,Master’s degree,4.0,India,"IT, Software Development, Technology",12117.0
25-34 years old,Remote,Less than a Bachelors,8.0,Italy,"IT, Software Development, Technology",42836.0
55-64 years old,Hybrid,Master’s degree,23.0,Switzerland,Financial Services,154303.0
35-44 years old,Hybrid,Less than a Bachelors,13.0,Switzerland,Financial Services,196185.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Denmark,Retail and Consumer Services,92022.0
25-34 years old,Remote,Bachelor’s degree,2.0,United States,Healthcare,85000.0
35-44 years old,Remote,Master’s degree,13.0,United States,"IT, Software Development, Technology",200000.0
35-44 years old,Hybrid,Less than a Bachelors,21.0,Germany,"IT, Software Development, Technology",69608.0
35-44 years old,Hybrid,Master’s degree,20.0,Portugal,"IT, Software Development, Technology",42836.0
25-34 years old,In-person,Bachelor’s degree,4.0,Australia,Financial Services,79325.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,United Kingdom,"IT, Software Development, Technology",40345.0
35-44 years old,Remote,Post grad,6.0,Germany,"IT, Software Development, Technology",87813.0
25-34 years old,Remote,Master’s degree,6.0,India,"IT, Software Development, Technology",13329.0
25-34 years old,Remote,Less than a Bachelors,12.0,United States,Financial Services,138000.0
25-34 years old,Remote,Bachelor’s degree,5.0,Germany,Retail and Consumer Services,59970.0
25-34 years old,Remote,Bachelor’s degree,9.0,United Kingdom,Financial Services,74483.0
35-44 years old,Remote,Master’s degree,4.0,Sweden,"IT, Software Development, Technology",61919.0
25-34 years old,Hybrid,Less than a Bachelors,10.0,United Kingdom,Retail and Consumer Services,126621.0
35-44 years old,Hybrid,Post grad,3.0,United States,"IT, Software Development, Technology",110000.0
25-34 years old,In-person,Bachelor’s degree,5.0,Netherlands,Retail and Consumer Services,46049.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,Canada,Higher Education,74351.0
25-34 years old,Hybrid,Master’s degree,5.0,Austria,"IT, Software Development, Technology",80317.0
25-34 years old,Remote,Less than a Bachelors,7.0,United States,"IT, Software Development, Technology",150000.0
25-34 years old,Remote,Bachelor’s degree,7.0,United States,"Manufacturing, Transportation, Supply",162000.0
35-44 years old,Hybrid,Master’s degree,18.0,United States,"IT, Software Development, Technology",170000.0
18-24 years old,Remote,Less than a Bachelors,2.0,Germany,Advertising Services,49261.0
35-44 years old,Remote,Master’s degree,20.0,Germany,"IT, Software Development, Technology",182052.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,United Kingdom,"Manufacturing, Transportation, Supply",37241.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,Poland,"IT, Software Development, Technology",31104.0
18-24 years old,In-person,Less than a Bachelors,3.0,United States,"Manufacturing, Transportation, Supply",60000.0
25-34 years old,Hybrid,Less than a Bachelors,6.0,Germany,Other,77104.0
18-24 years old,Remote,Bachelor’s degree,2.0,India,Financial Services,36351.0
25-34 years old,Remote,Bachelor’s degree,4.0,United States,Financial Services,100000.0
45-54 years old,Remote,Less than a Bachelors,26.0,United States,Healthcare,168000.0
35-44 years old,Remote,Bachelor’s degree,19.0,United States,Healthcare,125000.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Germany,"IT, Software Development, Technology",51938.0
25-34 years old,Hybrid,Bachelor’s degree,12.0,Germany,Insurance,88884.0
25-34 years old,Remote,Master’s degree,4.0,Sweden,"IT, Software Development, Technology",71317.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Canada,"Manufacturing, Transportation, Supply",72864.0
25-34 years old,Remote,Bachelor’s degree,5.0,Germany,Insurance,58899.0
55-64 years old,Remote,Bachelor’s degree,12.0,United States,Financial Services,130000.0
45-54 years old,Hybrid,Bachelor’s degree,15.0,United Kingdom,Financial Services,130345.0
45-54 years old,Hybrid,Master’s degree,27.0,United States,"Manufacturing, Transportation, Supply",204000.0
25-34 years old,Hybrid,Bachelor’s degree,14.0,United Kingdom,"IT, Software Development, Technology",72000.0
25-34 years old,Remote,Bachelor’s degree,10.0,Spain,Other,73892.0
35-44 years old,Remote,Bachelor’s degree,22.0,United States,"IT, Software Development, Technology",120000.0
35-44 years old,Hybrid,Master’s degree,10.0,Germany,"IT, Software Development, Technology",107090.0
45-54 years old,Remote,Less than a Bachelors,27.0,United States,Other,135000.0
18-24 years old,Hybrid,Bachelor’s degree,3.0,Switzerland,Healthcare,99195.0
35-44 years old,Hybrid,Bachelor’s degree,25.0,Israel,"IT, Software Development, Technology",173731.0
35-44 years old,Remote,Master’s degree,15.0,United States,Healthcare,200000.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Italy,Retail and Consumer Services,34269.0
35-44 years old,Remote,Bachelor’s degree,17.0,United States,"IT, Software Development, Technology",150000.0
18-24 years old,Hybrid,Less than a Bachelors,4.0,Canada,"IT, Software Development, Technology",75467.0
25-34 years old,Remote,Master’s degree,5.0,Russian,Financial Services,49503.0
35-44 years old,Hybrid,Master’s degree,4.0,Australia,Oil & Gas,93868.0
25-34 years old,Remote,Master’s degree,3.0,United States,Higher Education,66950.0
25-34 years old,Remote,Bachelor’s degree,6.0,Germany,Financial Services,62112.0
25-34 years old,Remote,Bachelor’s degree,2.0,United Kingdom,Oil & Gas,45931.0
45-54 years old,Remote,Bachelor’s degree,25.0,United States,"IT, Software Development, Technology",225000.0
35-44 years old,Remote,Master’s degree,18.0,Germany,"IT, Software Development, Technology",97451.0
18-24 years old,Remote,Bachelor’s degree,0.5,United States,Financial Services,75000.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Italy,Healthcare,41122.0
25-34 years old,In-person,Bachelor’s degree,12.0,Canada,Other,84389.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,United States,Legal Services,130000.0
35-44 years old,Remote,Post grad,9.0,United Kingdom,"IT, Software Development, Technology",81931.0
35-44 years old,Remote,Bachelor’s degree,12.0,United Kingdom,"IT, Software Development, Technology",95586.0
18-24 years old,Remote,Bachelor’s degree,2.0,United States,"IT, Software Development, Technology",100000.0
25-34 years old,Hybrid,Master’s degree,5.0,Germany,"IT, Software Development, Technology",74963.0
45-54 years old,Remote,Bachelor’s degree,23.0,United Kingdom,"IT, Software Development, Technology",86897.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,United Kingdom,Retail and Consumer Services,74483.0
18-24 years old,Hybrid,Bachelor’s degree,4.0,Netherlands,"IT, Software Development, Technology",44978.0
55-64 years old,Remote,Less than a Bachelors,34.0,Germany,"IT, Software Development, Technology",52474.0
25-34 years old,In-person,Bachelor’s degree,7.0,United States,Retail and Consumer Services,135000.0
55-64 years old,Hybrid,Bachelor’s degree,33.0,United States,Financial Services,215000.0
25-34 years old,Remote,Less than a Bachelors,7.0,United States,Financial Services,130000.0
25-34 years old,Remote,Bachelor’s degree,6.0,Canada,Advertising Services,148703.0
35-44 years old,Remote,Bachelor’s degree,11.0,Canada,Other,178443.0
35-44 years old,In-person,Master’s degree,16.0,Poland,"IT, Software Development, Technology",63404.0
25-34 years old,Remote,Less than a Bachelors,10.0,Denmark,Retail and Consumer Services,194109.0
25-34 years old,Remote,Post grad,15.0,United States,"IT, Software Development, Technology",90000.0
25-34 years old,Remote,Less than a Bachelors,5.0,Canada,Advertising Services,85504.0
25-34 years old,Hybrid,Master’s degree,2.0,Germany,Healthcare,54616.0
35-44 years old,Remote,Bachelor’s degree,13.0,United States,Financial Services,250000.0
35-44 years old,In-person,Master’s degree,17.0,United States,"Manufacturing, Transportation, Supply",200000.0
35-44 years old,Remote,Master’s degree,14.0,Germany,"Manufacturing, Transportation, Supply",99593.0
35-44 years old,Remote,Less than a Bachelors,9.0,United Kingdom,Financial Services,59586.0
18-24 years old,In-person,Less than a Bachelors,5.0,Italy,"Manufacturing, Transportation, Supply",26772.0
35-44 years old,Hybrid,Master’s degree,15.0,Netherlands,Financial Services,107090.0
35-44 years old,Hybrid,Master’s degree,12.0,United States,"Manufacturing, Transportation, Supply",120000.0
35-44 years old,Remote,Less than a Bachelors,17.0,Portugal,Retail and Consumer Services,91026.0
18-24 years old,Remote,Less than a Bachelors,3.0,Germany,"IT, Software Development, Technology",43693.0
55-64 years old,Hybrid,Post grad,32.0,United States,"IT, Software Development, Technology",200000.0
